EmployeeNumber,EmployeeID,MonthlyIncome,OverTime,PercentSalaryHike,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TotalWorkingYears,NumCompaniesWorked,Department,JobLevel,JobRole,Attrition,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,BusinessTravel,Age,Gender,MaritalStatus,Education,EducationField,DistanceFromHome,EmployeeNumber,EmployeeID,PerformanceRating
343,11270,"$10,938",No,25%,1,19,6,11,8,20,0,Research & Development,3,Healthcare Representative,No,3,3,3,Travel_Frequently,39,Female,Single,4,Technical Degree,2,343,11270,4
90,11271,"$3,388",Yes,17%,0,1,0,0,0,2,0,Research & Development,1,Research Scientist,Yes,4,3,2,Travel_Rarely,36,Male,Married,3,Medical,9,90,11271,3
1547,11272,"$10,124",Yes,14%,3,20,8,13,9,24,2,Research & Development,3,Healthcare Representative,No,4,4,1,Travel_Frequently,42,Male,Married,3,Life Sciences,2,1547,11272,3
784,11273,"$3,505",No,18%,3,2,2,0,2,2,1,Research & Development,1,Research Scientist,No,1,3,3,Travel_Rarely,23,Male,Single,1,Medical,10,784,11273,3
1499,11274,"$2,064",No,21%,3,5,3,1,3,6,0,Human Resources,1,Human Resources,No,3,3,4,Travel_Rarely,30,Male,Divorced,3,Life Sciences,1,1499,11274,4
1190,11275,"$2,827",No,12%,3,1,0,0,0,1,1,Sales,1,Sales Representative,No,3,1,3,Non-Travel,32,Female,Divorced,1,Life Sciences,2,1190,11275,3
1693,11276,"$2,570",No,20%,5,7,7,5,7,7,1,Research & Development,1,Laboratory Technician,No,4,4,3,Non-Travel,26,Male,Single,3,Medical,7,1693,11276,4
2027,11277,"$4,787",Yes,14%,3,2,2,2,2,4,9,Research & Development,1,Research Scientist,Yes,1,4,4,Travel_Rarely,29,Male,Married,4,Medical,1,2027,11277,3
248,11278,"$3,140",Yes,22%,5,4,3,0,2,4,1,Sales,1,Sales Representative,Yes,2,2,2,Travel_Rarely,41,Female,Single,2,Marketing,20,248,11278,4
721,11279,"$4,553",No,11%,4,20,7,11,10,20,1,Research & Development,2,Healthcare Representative,No,4,3,3,Travel_Rarely,39,Female,Single,4,Technical Degree,2,721,11279,3
910,11280,"$2,277",Yes,11%,4,4,3,0,3,7,3,Human Resources,1,Human Resources,No,4,2,4,Travel_Rarely,33,Male,Divorced,2,Human Resources,3,910,11280,3
1220,11281,"$4,539",No,12%,3,10,7,0,1,10,1,Sales,2,Sales Executive,No,2,3,2,Travel_Frequently,33,Female,Married,3,Medical,25,1220,11281,3
1731,11282,"$4,978",No,11%,3,1,0,0,0,4,7,Sales,2,Sales Executive,No,3,2,1,Non-Travel,47,Male,Married,4,Marketing,2,1731,11282,3
1430,11283,"$16,422",No,11%,3,3,2,1,0,9,3,Research & Development,4,Research Director,No,1,2,4,Travel_Rarely,31,Female,Single,5,Life Sciences,8,1430,11283,3
1786,11284,"$13,116",No,11%,2,2,2,2,2,15,2,Research & Development,3,Manager,No,1,3,3,Travel_Rarely,51,Female,Married,3,Technical Degree,3,1786,11284,3
433,11285,"$4,941",No,15%,3,8,2,7,7,11,2,Research & Development,2,Research Scientist,Yes,3,2,2,Travel_Rarely,52,Male,Married,4,Medical,8,433,11285,3
1770,11286,"$19,038",No,12%,2,1,0,0,0,34,8,Research & Development,5,Research Director,No,3,1,3,Travel_Rarely,55,Male,Married,3,Medical,2,1770,11286,3
1303,11287,"$2,096",No,18%,3,2,2,2,1,2,1,Research & Development,1,Research Scientist,No,4,2,2,Travel_Rarely,25,Female,Single,3,Medical,1,1303,11287,3
1509,11288,"$4,789",No,25%,3,3,2,1,2,10,4,Research & Development,2,Laboratory Technician,No,3,1,3,Travel_Rarely,49,Female,Married,2,Medical,3,1509,11288,4
247,11289,"$2,311",No,15%,3,3,2,1,2,9,2,Research & Development,1,Research Scientist,No,4,2,3,Travel_Rarely,34,Female,Single,2,Medical,27,247,11289,3
1638,11290,"$7,756",Yes,19%,6,5,4,0,2,10,3,Research & Development,3,Manufacturing Director,No,4,3,4,Travel_Rarely,38,Female,Married,2,Medical,2,1638,11290,3
83,11291,"$10,096",No,13%,2,17,14,12,8,17,1,Research & Development,3,Healthcare Representative,No,3,3,3,Travel_Rarely,36,Female,Divorced,3,Technical Degree,8,83,11291,3
275,11292,"$6,804",Yes,15%,0,7,7,1,7,7,1,Research & Development,2,Manufacturing Director,No,4,4,3,Non-Travel,49,Male,Divorced,4,Life Sciences,18,275,11292,3
702,11293,"$3,348",Yes,11%,3,10,8,9,7,10,1,Research & Development,1,Research Scientist,Yes,1,1,3,Travel_Frequently,33,Male,Single,3,Life Sciences,3,702,11293,3
372,11294,"$13,496",Yes,14%,2,20,7,4,10,21,0,Research & Development,4,Healthcare Representative,No,3,4,3,Travel_Rarely,45,Male,Married,2,Medical,20,372,11294,3
1783,11295,"$2,398",Yes,17%,6,1,0,0,0,1,1,Research & Development,1,Laboratory Technician,Yes,3,1,3,Travel_Rarely,22,Female,Married,1,Medical,8,1783,11295,3
1248,11296,"$1,859",Yes,25%,2,1,1,0,0,1,1,Research & Development,1,Research Scientist,Yes,1,2,4,Non-Travel,19,Female,Single,3,Medical,10,1248,11296,4
1664,11297,"$6,842",No,20%,3,5,4,0,4,13,6,Research & Development,2,Healthcare Representative,No,4,1,3,Travel_Rarely,36,Male,Divorced,2,Life Sciences,3,1664,11297,4
52,11298,"$5,376",No,19%,3,5,3,1,3,10,2,Sales,2,Sales Executive,No,3,1,3,Travel_Frequently,33,Female,Married,3,Life Sciences,1,52,11298,3
604,11299,"$6,582",Yes,13%,2,6,5,0,5,10,4,Sales,2,Sales Executive,No,2,4,4,Travel_Rarely,31,Male,Single,1,Life Sciences,2,604,11299,3
429,11300,"$17,068",Yes,14%,3,21,9,11,10,21,1,Research & Development,4,Manager,No,3,1,3,Travel_Rarely,39,Male,Married,1,Medical,10,429,11300,3
1100,11301,"$9,582",Yes,22%,2,8,7,4,7,9,0,Sales,3,Sales Executive,Yes,4,1,3,Travel_Rarely,35,Male,Single,3,Technical Degree,4,1100,11301,4
132,11302,"$2,042",No,12%,3,3,2,1,2,17,4,Research & Development,2,Laboratory Technician,No,2,2,4,Non-Travel,44,Male,Married,3,Medical,23,132,11302,3
1790,11303,"$8,321",Yes,13%,1,12,8,5,7,15,7,Research & Development,3,Healthcare Representative,No,4,1,3,Travel_Rarely,36,Male,Married,3,Life Sciences,10,1790,11303,3
1399,11304,"$6,232",No,11%,3,3,2,1,2,6,2,Sales,2,Sales Executive,No,1,3,2,Travel_Rarely,25,Male,Married,1,Life Sciences,18,1399,11304,3
217,11305,"$2,323",No,24%,6,2,2,2,2,2,1,Research & Development,1,Research Scientist,No,3,4,3,Travel_Rarely,22,Male,Married,1,Medical,19,217,11305,4
1729,11306,"$2,862",No,12%,2,10,0,0,8,10,1,Research & Development,1,Research Scientist,No,2,4,2,Travel_Rarely,30,Male,Married,1,Life Sciences,16,1729,11306,3
233,11307,"$3,058",Yes,16%,3,5,2,1,1,6,0,Research & Development,1,Research Scientist,No,3,2,2,Travel_Rarely,27,Male,Married,3,Technical Degree,17,233,11307,3
239,11308,"$3,072",No,11%,4,12,9,6,10,12,1,Research & Development,2,Laboratory Technician,No,3,1,3,Non-Travel,30,Male,Divorced,3,Medical,9,239,11308,3
1415,11309,"$3,229",No,11%,2,3,2,0,2,7,4,Research & Development,1,Laboratory Technician,No,1,4,2,Travel_Rarely,25,Male,Married,3,Technical Degree,1,1415,11309,3
507,11310,"$4,260",Yes,12%,2,5,2,0,3,5,1,Sales,2,Sales Executive,No,4,3,4,Travel_Rarely,24,Female,Divorced,4,Marketing,10,507,11310,3
1625,11311,"$19,658",No,11%,2,5,2,1,0,27,3,Human Resources,5,Manager,No,4,3,3,Travel_Rarely,47,Female,Married,4,Life Sciences,26,1625,11311,3
893,11312,"$2,899",No,19%,3,2,2,1,2,3,0,Sales,1,Sales Representative,No,2,2,3,Travel_Rarely,38,Male,Married,3,Marketing,9,893,11312,3
1238,11313,"$2,781",No,13%,5,14,10,4,10,15,0,Research & Development,1,Research Scientist,No,1,4,3,Travel_Rarely,33,Male,Married,3,Medical,9,1238,11313,3
833,11314,"$6,877",Yes,24%,4,0,0,0,0,12,5,Research & Development,2,Manufacturing Director,No,3,4,2,Travel_Rarely,30,Female,Single,3,Medical,2,833,11314,4
817,11315,"$11,691",No,11%,3,13,9,3,7,14,0,Research & Development,3,Research Director,No,3,3,4,Travel_Rarely,33,Male,Married,3,Medical,7,817,11315,3
198,11316,"$2,720",No,13%,3,5,3,1,2,6,0,Research & Development,1,Laboratory Technician,No,2,4,3,Travel_Rarely,30,Male,Single,1,Medical,2,198,11316,3
1933,11317,"$9,854",Yes,11%,0,2,0,2,2,6,3,Sales,2,Sales Executive,Yes,4,3,3,Travel_Rarely,28,Female,Single,2,Marketing,13,1933,11317,3
1607,11318,"$3,312",No,17%,3,3,2,0,2,6,3,Research & Development,1,Research Scientist,No,2,4,3,Travel_Rarely,32,Female,Married,4,Other,5,1607,11318,3
349,11319,"$6,931",No,14%,2,3,2,0,2,10,2,Sales,2,Sales Executive,No,4,4,3,Travel_Rarely,29,Male,Divorced,2,Marketing,20,349,11319,3
2035,11320,"$6,712",No,21%,2,8,7,1,7,8,1,Sales,2,Sales Executive,No,4,3,3,Travel_Rarely,34,Female,Married,3,Marketing,28,2035,11320,4
1160,11321,"$2,610",No,12%,5,2,2,2,2,2,1,Research & Development,1,Laboratory Technician,Yes,3,3,2,Travel_Frequently,31,Male,Married,3,Medical,15,1160,11321,3
1614,11322,"$4,663",Yes,12%,2,3,2,1,1,7,9,Research & Development,2,Manufacturing Director,No,3,3,3,Travel_Rarely,36,Female,Married,4,Life Sciences,12,1614,11322,3
1069,11323,"$19,627",No,17%,0,2,2,2,2,23,9,Research & Development,5,Research Director,No,4,4,3,Travel_Rarely,46,Male,Divorced,4,Medical,1,1069,11323,3
1761,11324,"$8,161",No,13%,2,1,0,0,0,10,2,Sales,3,Sales Executive,Yes,1,3,3,Travel_Rarely,31,Male,Married,4,Marketing,16,1761,11324,3
1281,11325,"$4,538",Yes,12%,3,3,2,0,2,4,0,Sales,2,Sales Executive,No,3,1,3,Travel_Rarely,34,Female,Single,3,Marketing,2,1281,11325,3
1760,11326,"$2,468",No,14%,4,6,1,0,5,9,4,Research & Development,1,Laboratory Technician,No,3,2,2,Travel_Frequently,38,Female,Married,2,Medical,2,1760,11326,3
644,11327,"$18,200",No,11%,2,32,5,10,7,32,1,Human Resources,5,Manager,No,1,2,3,Travel_Frequently,50,Male,Married,3,Medical,3,644,11327,3
1002,11328,"$3,633",Yes,15%,2,9,8,0,8,9,1,Research & Development,2,Laboratory Technician,No,4,1,3,Non-Travel,45,Male,Married,2,Life Sciences,23,1002,11328,3
167,11329,"$1,675",Yes,19%,2,0,0,0,0,0,1,Sales,1,Sales Representative,Yes,4,3,2,Travel_Rarely,19,Male,Single,1,Marketing,22,167,11329,3
1216,11330,"$3,196",No,12%,2,6,5,3,3,6,1,Research & Development,1,Laboratory Technician,No,4,1,3,Travel_Rarely,28,Male,Married,4,Medical,19,1216,11330,3
1193,11331,"$2,552",No,25%,4,1,1,0,0,1,1,Research & Development,1,Research Scientist,No,3,1,3,Travel_Rarely,19,Male,Single,2,Life Sciences,9,1193,11331,4
1278,11332,"$13,577",Yes,15%,3,33,9,15,0,34,1,Research & Development,4,Healthcare Representative,No,4,2,3,Non-Travel,55,Male,Divorced,1,Medical,8,1278,11332,3
626,11333,"$8,834",No,13%,6,9,5,7,7,9,1,Sales,3,Sales Executive,No,1,2,3,Non-Travel,37,Male,Divorced,4,Medical,9,626,11333,3
1394,11334,"$2,996",Yes,15%,2,6,4,1,3,8,7,Research & Development,1,Research Scientist,No,3,3,3,Travel_Rarely,37,Male,Married,1,Life Sciences,4,1394,11334,3
621,11335,"$5,337",No,12%,3,10,7,5,7,10,1,Sales,2,Sales Executive,No,4,4,3,Travel_Rarely,34,Male,Single,4,Life Sciences,21,621,11335,3
1827,11336,"$10,333",Yes,12%,4,22,11,14,10,28,8,Research & Development,3,Manufacturing Director,No,3,2,3,Travel_Rarely,47,Female,Divorced,3,Life Sciences,4,1827,11336,3
1867,11337,"$19,665",No,12%,3,22,10,12,9,29,4,Research & Development,5,Research Director,No,4,2,3,Travel_Rarely,48,Male,Married,3,Life Sciences,10,1867,11337,3
405,11338,"$1,420",No,13%,2,0,0,0,0,0,1,Research & Development,1,Laboratory Technician,Yes,3,3,3,Travel_Rarely,18,Male,Single,3,Life Sciences,3,405,11338,3
1419,11339,"$7,988",No,13%,3,10,9,0,9,10,1,Human Resources,3,Human Resources,No,2,1,2,Travel_Rarely,29,Male,Single,3,Other,17,1419,11339,3
867,11340,"$13,826",No,22%,3,9,8,0,0,31,3,Research & Development,4,Manufacturing Director,No,3,4,3,Travel_Frequently,52,Female,Married,4,Medical,25,867,11340,4
1344,11341,"$8,500",No,11%,0,9,7,1,6,10,0,Research & Development,3,Healthcare Representative,No,4,4,2,Travel_Rarely,34,Male,Divorced,3,Life Sciences,9,1344,11341,3
1779,11342,"$6,029",No,12%,3,2,2,2,2,6,5,Sales,2,Sales Executive,No,4,4,3,Travel_Rarely,34,Female,Single,2,Life Sciences,3,1779,11342,3
536,11343,"$4,558",No,12%,2,10,0,1,8,10,1,Research & Development,2,Laboratory Technician,No,3,1,3,Travel_Rarely,28,Male,Divorced,2,Medical,17,536,11343,3
201,11344,"$1,483",No,14%,3,1,0,0,0,1,1,Research & Development,1,Laboratory Technician,No,2,2,3,Travel_Rarely,19,Female,Single,1,Medical,3,201,11344,3
417,11345,"$9,613",No,17%,5,18,10,3,7,19,0,Research & Development,3,Healthcare Representative,No,3,4,2,Travel_Rarely,39,Male,Divorced,3,Medical,1,417,11345,3
492,11346,"$6,380",Yes,12%,6,6,4,1,0,8,2,Sales,2,Sales Executive,Yes,3,3,3,Travel_Rarely,40,Male,Married,2,Marketing,22,492,11346,3
1918,11347,"$2,544",No,18%,3,7,7,7,7,8,0,Research & Development,1,Laboratory Technician,No,3,4,3,Travel_Frequently,26,Male,Married,3,Other,6,1918,11347,3
175,11348,"$4,559",Yes,11%,2,2,2,2,2,4,3,Sales,2,Sales Executive,Yes,2,3,3,Travel_Rarely,31,Female,Married,3,Life Sciences,20,175,11348,3
41,11349,"$2,206",No,13%,5,10,0,1,8,10,1,Research & Development,1,Laboratory Technician,No,4,3,3,Travel_Rarely,30,Male,Single,2,Medical,9,41,11349,3
15,11350,"$4,193",Yes,12%,3,9,5,0,8,10,0,Research & Development,2,Laboratory Technician,No,4,3,3,Travel_Rarely,29,Female,Single,2,Life Sciences,15,15,11350,3
412,11351,"$5,661",No,19%,2,8,3,0,7,9,0,Research & Development,2,Healthcare Representative,No,2,1,3,Travel_Rarely,28,Male,Single,2,Medical,16,412,11351,3
1886,11352,"$4,788",Yes,11%,2,3,2,0,2,4,0,Research & Development,2,Manufacturing Director,No,4,2,3,Travel_Rarely,35,Female,Married,2,Other,16,1886,11352,3
1492,11353,"$2,404",No,13%,3,1,0,0,0,1,1,Sales,1,Sales Representative,No,4,3,3,Travel_Rarely,35,Male,Married,1,Life Sciences,7,1492,11353,3
297,11354,"$2,657",Yes,11%,5,5,2,0,4,8,5,Research & Development,1,Research Scientist,Yes,4,1,3,Travel_Rarely,30,Female,Single,3,Technical Degree,3,297,11354,3
442,11355,"$8,943",No,24%,2,10,9,8,9,10,1,Research & Development,3,Manufacturing Director,No,3,3,3,Travel_Frequently,31,Female,Married,2,Life Sciences,7,442,11355,4
200,11356,"$2,238",No,21%,2,5,0,1,4,7,2,Research & Development,1,Laboratory Technician,No,3,1,3,Travel_Rarely,41,Male,Married,4,Life Sciences,9,200,11356,4
1295,11357,"$7,978",No,11%,2,10,7,0,5,10,1,Research & Development,3,Healthcare Representative,Yes,1,4,3,Travel_Rarely,44,Female,Married,3,Medical,15,1295,11357,3
1297,11358,"$2,838",No,14%,6,7,0,7,7,8,0,Research & Development,1,Laboratory Technician,No,2,3,2,Travel_Frequently,51,Female,Single,2,Medical,6,1297,11358,3
1293,11359,"$10,231",No,14%,3,21,7,15,17,23,3,Sales,3,Sales Executive,No,4,4,4,Travel_Rarely,43,Female,Single,4,Marketing,4,1293,11359,3
502,11360,"$5,304",Yes,13%,3,5,2,0,4,9,8,Sales,2,Sales Executive,Yes,1,4,2,Non-Travel,34,Male,Single,3,Marketing,19,502,11360,3
746,11361,"$13,770",Yes,12%,2,22,2,11,13,28,9,Sales,4,Sales Executive,No,4,3,2,Travel_Frequently,47,Female,Divorced,3,Medical,3,746,11361,3
1465,11362,"$9,380",Yes,18%,4,3,1,1,2,10,4,Research & Development,3,Manufacturing Director,No,2,4,4,Travel_Rarely,45,Male,Married,3,Technical Degree,29,1465,11362,3
1363,11363,"$7,898",No,11%,2,10,9,0,8,11,1,Research & Development,3,Manufacturing Director,No,4,4,3,Travel_Rarely,48,Male,Single,3,Life Sciences,4,1363,11363,3
333,11364,"$4,465",No,18%,2,3,2,2,2,4,0,Sales,2,Sales Executive,No,3,4,3,Non-Travel,32,Male,Married,4,Marketing,26,333,11364,3
1503,11365,"$4,591",Yes,17%,4,5,4,1,2,11,3,Sales,2,Sales Executive,No,3,3,2,Travel_Rarely,47,Female,Married,3,Medical,14,1503,11365,3
1195,11366,"$4,477",Yes,19%,2,3,2,0,2,7,4,Research & Development,1,Research Scientist,No,1,3,2,Travel_Rarely,45,Female,Married,3,Medical,7,1195,11366,3
269,11367,"$4,425",No,11%,5,6,2,1,2,10,5,Research & Development,2,Laboratory Technician,No,2,2,3,Travel_Frequently,35,Female,Single,3,Medical,2,269,11367,3
